sample_name	unit_name	fq1	fq2	sra	adapters	strandedness
27318_172734.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/27318/27318_172734.T.T02/27318_172734.T.T02.S2/27318_172734.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/27318/27318_172734.T.T02/27318_172734.T.T02.S2/27318_172734.T.T02.S2.R2.fq.gz			reverse
27408_176494.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/27408/27408_176494.T.T02/27408_176494.T.T02.S2/27408_176494.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/27408/27408_176494.T.T02/27408_176494.T.T02.S2/27408_176494.T.T02.S2.R2.fq.gz			reverse
27469_177991.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/27469/27469_177991.T.T02/27469_177991.T.T02.S2/27469_177991.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/27469/27469_177991.T.T02/27469_177991.T.T02.S2/27469_177991.T.T02.S2.R2.fq.gz			reverse
27491_168460.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/27491/27491_168460.T.T02/27491_168460.T.T02.S2/27491_168460.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/27491/27491_168460.T.T02/27491_168460.T.T02.S2/27491_168460.T.T02.S2.R2.fq.gz			reverse
27524_176492.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/27524/27524_176492.T.T02/27524_176492.T.T02.S2/27524_176492.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/27524/27524_176492.T.T02/27524_176492.T.T02.S2/27524_176492.T.T02.S2.R2.fq.gz			reverse
27580_172725.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/27580/27580_172725.T.T02/27580_172725.T.T02.S2/27580_172725.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/27580/27580_172725.T.T02/27580_172725.T.T02.S2/27580_172725.T.T02.S2.R2.fq.gz			reverse
27581_172727.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/27581/27581_172727.T.T02/27581_172727.T.T02.S2/27581_172727.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/27581/27581_172727.T.T02/27581_172727.T.T02.S2/27581_172727.T.T02.S2.R2.fq.gz			reverse
27625_172733.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/27625/27625_172733.T.T02/27625_172733.T.T02.S2/27625_172733.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/27625/27625_172733.T.T02/27625_172733.T.T02.S2/27625_172733.T.T02.S2.R2.fq.gz			reverse
27639_176491.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/27639/27639_176491.T.T02/27639_176491.T.T02.S2/27639_176491.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/27639/27639_176491.T.T02/27639_176491.T.T02.S2/27639_176491.T.T02.S2.R2.fq.gz			reverse
27659_172726.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/27659/27659_172726.T.T02/27659_172726.T.T02.S2/27659_172726.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/27659/27659_172726.T.T02/27659_172726.T.T02.S2/27659_172726.T.T02.S2.R2.fq.gz			reverse
27675_122729.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/27675/27675_122729.T.T02/27675_122729.T.T02.S2/27675_122729.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/27675/27675_122729.T.T02/27675_122729.T.T02.S2/27675_122729.T.T02.S2.R2.fq.gz			reverse
27676_172728.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/27676/27676_172728.T.T02/27676_172728.T.T02.S2/27676_172728.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/27676/27676_172728.T.T02/27676_172728.T.T02.S2/27676_172728.T.T02.S2.R2.fq.gz			reverse
27792_172790.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/27792/27792_172790.T.T02/27792_172790.T.T02.S2/27792_172790.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/27792/27792_172790.T.T02/27792_172790.T.T02.S2/27792_172790.T.T02.S2.R2.fq.gz			reverse
27973_172731.T.T01.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/27973/27973_172731.T.T01/27973_172731.T.T01.S2/27973_172731.T.T01.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/27973/27973_172731.T.T01/27973_172731.T.T01.S2/27973_172731.T.T01.S2.R2.fq.gz			reverse
28226_193111.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/28226/28226_193111.T.T02/28226_193111.T.T02.S2/28226_193111.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/28226/28226_193111.T.T02/28226_193111.T.T02.S2/28226_193111.T.T02.S2.R2.fq.gz			reverse
28313_193110.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/28313/28313_193110.T.T02/28313_193110.T.T02.S2/28313_193110.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/28313/28313_193110.T.T02/28313_193110.T.T02.S2/28313_193110.T.T02.S2.R2.fq.gz			reverse
28347_172735.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/28347/28347_172735.T.T02/28347_172735.T.T02.S2/28347_172735.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/28347/28347_172735.T.T02/28347_172735.T.T02.S2/28347_172735.T.T02.S2.R2.fq.gz			reverse
28412_174854.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/28412/28412_174854.T.T02/28412_174854.T.T02.S2/28412_174854.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/28412/28412_174854.T.T02/28412_174854.T.T02.S2/28412_174854.T.T02.S2.R2.fq.gz			reverse
28437_177995.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/28437/28437_177995.T.T02/28437_177995.T.T02.S2/28437_177995.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/28437/28437_177995.T.T02/28437_177995.T.T02.S2/28437_177995.T.T02.S2.R2.fq.gz			reverse
28479_174859.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/28479/28479_174859.T.T02/28479_174859.T.T02.S2/28479_174859.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/28479/28479_174859.T.T02/28479_174859.T.T02.S2/28479_174859.T.T02.S2.R2.fq.gz			reverse
28749_174858.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/28749/28749_174858.T.T02/28749_174858.T.T02.S2/28749_174858.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/28749/28749_174858.T.T02/28749_174858.T.T02.S2/28749_174858.T.T02.S2.R2.fq.gz			reverse
28926_198814.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/28926/28926_198814.T.T02/28926_198814.T.T02.S2/28926_198814.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/28926/28926_198814.T.T02/28926_198814.T.T02.S2/28926_198814.T.T02.S2.R2.fq.gz			reverse
28974_177194.T.T01.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/28974/28974_177194.T.T01/28974_177194.T.T01.S2/28974_177194.T.T01.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/28974/28974_177194.T.T01/28974_177194.T.T01.S2/28974_177194.T.T01.S2.R2.fq.gz			reverse
29073_175449.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/29073/29073_175449.T.T02/29073_175449.T.T02.S2/29073_175449.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/29073/29073_175449.T.T02/29073_175449.T.T02.S2/29073_175449.T.T02.S2.R2.fq.gz			reverse
29099_173334.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/29099/29099_173334.T.T02/29099_173334.T.T02.S2/29099_173334.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/29099/29099_173334.T.T02/29099_173334.T.T02.S2/29099_173334.T.T02.S2.R2.fq.gz			reverse
29355_174050.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/29355/29355_174050.T.T02/29355_174050.T.T02.S2/29355_174050.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/29355/29355_174050.T.T02/29355_174050.T.T02.S2/29355_174050.T.T02.S2.R2.fq.gz			reverse
29724_175235.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/29724/29724_175235.T.T02/29724_175235.T.T02.S2/29724_175235.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/29724/29724_175235.T.T02/29724_175235.T.T02.S2/29724_175235.T.T02.S2.R2.fq.gz			reverse
29726_145252.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/29726/29726_145252.T.T02/29726_145252.T.T02.S2/29726_145252.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/29726/29726_145252.T.T02/29726_145252.T.T02.S2/29726_145252.T.T02.S2.R2.fq.gz			reverse
29803_193112.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/29803/29803_193112.T.T02/29803_193112.T.T02.S2/29803_193112.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/29803/29803_193112.T.T02/29803_193112.T.T02.S2/29803_193112.T.T02.S2.R2.fq.gz			reverse
30032_176271.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/30032/30032_176271.T.T02/30032_176271.T.T02.S2/30032_176271.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/30032/30032_176271.T.T02/30032_176271.T.T02.S2/30032_176271.T.T02.S2.R2.fq.gz			reverse
30032_176271.T.T02.S9	lane1	/home/projects/dtu_00011/data/icope_seq_data/30032/30032_176271.T.T02/30032_176271.T.T02.S9/30032_176271.T.T02.S9.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/30032/30032_176271.T.T02/30032_176271.T.T02.S9/30032_176271.T.T02.S9.R2.fq.gz			reverse
30056_176359.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/30056/30056_176359.T.T02/30056_176359.T.T02.S2/30056_176359.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/30056/30056_176359.T.T02/30056_176359.T.T02.S2/30056_176359.T.T02.S2.R2.fq.gz			reverse
30116_182071.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/30116/30116_182071.T.T02/30116_182071.T.T02.S2/30116_182071.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/30116/30116_182071.T.T02/30116_182071.T.T02.S2/30116_182071.T.T02.S2.R2.fq.gz			reverse
30268_182072.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/30268/30268_182072.T.T02/30268_182072.T.T02.S2/30268_182072.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/30268/30268_182072.T.T02/30268_182072.T.T02.S2/30268_182072.T.T02.S2.R2.fq.gz			reverse
30309_177192.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/30309/30309_177192.T.T02/30309_177192.T.T02.S2/30309_177192.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/30309/30309_177192.T.T02/30309_177192.T.T02.S2/30309_177192.T.T02.S2.R2.fq.gz			reverse
30322_189352.T.T01.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/30322/30322_189352.T.T01/30322_189352.T.T01.S2/30322_189352.T.T01.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/30322/30322_189352.T.T01/30322_189352.T.T01.S2/30322_189352.T.T01.S2.R2.fq.gz			reverse
30493_182074.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/30493/30493_182074.T.T02/30493_182074.T.T02.S2/30493_182074.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/30493/30493_182074.T.T02/30493_182074.T.T02.S2/30493_182074.T.T02.S2.R2.fq.gz			reverse
30496_182075.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/30496/30496_182075.T.T02/30496_182075.T.T02.S2/30496_182075.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/30496/30496_182075.T.T02/30496_182075.T.T02.S2/30496_182075.T.T02.S2.R2.fq.gz			reverse
30578_189353.T.T01.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/30578/30578_189353.T.T01/30578_189353.T.T01.S2/30578_189353.T.T01.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/30578/30578_189353.T.T01/30578_189353.T.T01.S2/30578_189353.T.T01.S2.R2.fq.gz			reverse
30760_182070.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/30760/30760_182070.T.T02/30760_182070.T.T02.S2/30760_182070.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/30760/30760_182070.T.T02/30760_182070.T.T02.S2/30760_182070.T.T02.S2.R2.fq.gz			reverse
30796_189356.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/30796/30796_189356.T.T02/30796_189356.T.T02.S2/30796_189356.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/30796/30796_189356.T.T02/30796_189356.T.T02.S2/30796_189356.T.T02.S2.R2.fq.gz			reverse
30905_189364.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/30905/30905_189364.T.T02/30905_189364.T.T02.S2/30905_189364.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/30905/30905_189364.T.T02/30905_189364.T.T02.S2/30905_189364.T.T02.S2.R2.fq.gz			reverse
30920_179625.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/30920/30920_179625.T.T02/30920_179625.T.T02.S2/30920_179625.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/30920/30920_179625.T.T02/30920_179625.T.T02.S2/30920_179625.T.T02.S2.R2.fq.gz			reverse
30941_182076.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/30941/30941_182076.T.T02/30941_182076.T.T02.S2/30941_182076.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/30941/30941_182076.T.T02/30941_182076.T.T02.S2/30941_182076.T.T02.S2.R2.fq.gz			reverse
30972_179513.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/30972/30972_179513.T.T02/30972_179513.T.T02.S2/30972_179513.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/30972/30972_179513.T.T02/30972_179513.T.T02.S2/30972_179513.T.T02.S2.R2.fq.gz			reverse
31053_189351.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/31053/31053_189351.T.T02/31053_189351.T.T02.S2/31053_189351.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/31053/31053_189351.T.T02/31053_189351.T.T02.S2/31053_189351.T.T02.S2.R2.fq.gz			reverse
31096_179988.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/31096/31096_179988.T.T02/31096_179988.T.T02.S2/31096_179988.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/31096/31096_179988.T.T02/31096_179988.T.T02.S2/31096_179988.T.T02.S2.R2.fq.gz			reverse
31154_193113.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/31154/31154_193113.T.T02/31154_193113.T.T02.S2/31154_193113.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/31154/31154_193113.T.T02/31154_193113.T.T02.S2/31154_193113.T.T02.S2.R2.fq.gz			reverse
31367_181076.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/31367/31367_181076.T.T02/31367_181076.T.T02.S2/31367_181076.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/31367/31367_181076.T.T02/31367_181076.T.T02.S2/31367_181076.T.T02.S2.R2.fq.gz			reverse
31412_189354.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/31412/31412_189354.T.T02/31412_189354.T.T02.S2/31412_189354.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/31412/31412_189354.T.T02/31412_189354.T.T02.S2/31412_189354.T.T02.S2.R2.fq.gz			reverse
31559_189357.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/31559/31559_189357.T.T02/31559_189357.T.T02.S2/31559_189357.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/31559/31559_189357.T.T02/31559_189357.T.T02.S2/31559_189357.T.T02.S2.R2.fq.gz			reverse
31880_184451.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/31880/31880_184451.T.T02/31880_184451.T.T02.S2/31880_184451.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/31880/31880_184451.T.T02/31880_184451.T.T02.S2/31880_184451.T.T02.S2.R2.fq.gz			reverse
31944_184631.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/31944/31944_184631.T.T02/31944_184631.T.T02.S2/31944_184631.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/31944/31944_184631.T.T02/31944_184631.T.T02.S2/31944_184631.T.T02.S2.R2.fq.gz			reverse
31950_193109.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/31950/31950_193109.T.T02/31950_193109.T.T02.S2/31950_193109.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/31950/31950_193109.T.T02/31950_193109.T.T02.S2/31950_193109.T.T02.S2.R2.fq.gz			reverse
31968_189355.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/31968/31968_189355.T.T02/31968_189355.T.T02.S2/31968_189355.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/31968/31968_189355.T.T02/31968_189355.T.T02.S2/31968_189355.T.T02.S2.R2.fq.gz			reverse
32141_189358.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/32141/32141_189358.T.T02/32141_189358.T.T02.S2/32141_189358.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/32141/32141_189358.T.T02/32141_189358.T.T02.S2/32141_189358.T.T02.S2.R2.fq.gz			reverse
32141_189358.T.T02.S9	lane1	/home/projects/dtu_00011/data/icope_seq_data/32141/32141_189358.T.T02/32141_189358.T.T02.S9/32141_189358.T.T02.S9.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/32141/32141_189358.T.T02/32141_189358.T.T02.S9/32141_189358.T.T02.S9.R2.fq.gz			reverse
32315_189361.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/32315/32315_189361.T.T02/32315_189361.T.T02.S2/32315_189361.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/32315/32315_189361.T.T02/32315_189361.T.T02.S2/32315_189361.T.T02.S2.R2.fq.gz			reverse
32430_187333.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/32430/32430_187333.T.T02/32430_187333.T.T02.S2/32430_187333.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/32430/32430_187333.T.T02/32430_187333.T.T02.S2/32430_187333.T.T02.S2.R2.fq.gz			reverse
32628_196280.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/32628/32628_196280.T.T02/32628_196280.T.T02.S2/32628_196280.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/32628/32628_196280.T.T02/32628_196280.T.T02.S2/32628_196280.T.T02.S2.R2.fq.gz			reverse
32629_189362.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/32629/32629_189362.T.T02/32629_189362.T.T02.S2/32629_189362.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/32629/32629_189362.T.T02/32629_189362.T.T02.S2/32629_189362.T.T02.S2.R2.fq.gz			reverse
32914_189363.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/32914/32914_189363.T.T02/32914_189363.T.T02.S2/32914_189363.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/32914/32914_189363.T.T02/32914_189363.T.T02.S2/32914_189363.T.T02.S2.R2.fq.gz			reverse
33030_196281.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/33030/33030_196281.T.T02/33030_196281.T.T02.S2/33030_196281.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/33030/33030_196281.T.T02/33030_196281.T.T02.S2/33030_196281.T.T02.S2.R2.fq.gz			reverse
33070_188665.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/33070/33070_188665.T.T02/33070_188665.T.T02.S2/33070_188665.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/33070/33070_188665.T.T02/33070_188665.T.T02.S2/33070_188665.T.T02.S2.R2.fq.gz			reverse
33290_189053.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/33290/33290_189053.T.T02/33290_189053.T.T02.S2/33290_189053.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/33290/33290_189053.T.T02/33290_189053.T.T02.S2/33290_189053.T.T02.S2.R2.fq.gz			reverse
33369_189330.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/33369/33369_189330.T.T02/33369_189330.T.T02.S2/33369_189330.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/33369/33369_189330.T.T02/33369_189330.T.T02.S2/33369_189330.T.T02.S2.R2.fq.gz			reverse
33462_189858.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/33462/33462_189858.T.T02/33462_189858.T.T02.S2/33462_189858.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/33462/33462_189858.T.T02/33462_189858.T.T02.S2/33462_189858.T.T02.S2.R2.fq.gz			reverse
33477_198811.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/33477/33477_198811.T.T02/33477_198811.T.T02.S2/33477_198811.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/33477/33477_198811.T.T02/33477_198811.T.T02.S2/33477_198811.T.T02.S2.R2.fq.gz			reverse
33497_189738.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/33497/33497_189738.T.T02/33497_189738.T.T02.S2/33497_189738.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/33497/33497_189738.T.T02/33497_189738.T.T02.S2/33497_189738.T.T02.S2.R2.fq.gz			reverse
33768_190593.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/33768/33768_190593.T.T02/33768_190593.T.T02.S2/33768_190593.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/33768/33768_190593.T.T02/33768_190593.T.T02.S2/33768_190593.T.T02.S2.R2.fq.gz			reverse
33779_198812.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/33779/33779_198812.T.T02/33779_198812.T.T02.S2/33779_198812.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/33779/33779_198812.T.T02/33779_198812.T.T02.S2/33779_198812.T.T02.S2.R2.fq.gz			reverse
34056_191548.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/34056/34056_191548.T.T02/34056_191548.T.T02.S2/34056_191548.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/34056/34056_191548.T.T02/34056_191548.T.T02.S2/34056_191548.T.T02.S2.R2.fq.gz			reverse
34206_191963.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/34206/34206_191963.T.T02/34206_191963.T.T02.S2/34206_191963.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/34206/34206_191963.T.T02/34206_191963.T.T02.S2/34206_191963.T.T02.S2.R2.fq.gz			reverse
34250_192051.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/34250/34250_192051.T.T02/34250_192051.T.T02.S2/34250_192051.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/34250/34250_192051.T.T02/34250_192051.T.T02.S2/34250_192051.T.T02.S2.R2.fq.gz			reverse
34298_196285.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/34298/34298_196285.T.T02/34298_196285.T.T02.S2/34298_196285.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/34298/34298_196285.T.T02/34298_196285.T.T02.S2/34298_196285.T.T02.S2.R2.fq.gz			reverse
34299_192153.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/34299/34299_192153.T.T02/34299_192153.T.T02.S2/34299_192153.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/34299/34299_192153.T.T02/34299_192153.T.T02.S2/34299_192153.T.T02.S2.R2.fq.gz			reverse
34460_192724.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/34460/34460_192724.T.T02/34460_192724.T.T02.S2/34460_192724.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/34460/34460_192724.T.T02/34460_192724.T.T02.S2/34460_192724.T.T02.S2.R2.fq.gz			reverse
34561_193075.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/34561/34561_193075.T.T02/34561_193075.T.T02.S2/34561_193075.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/34561/34561_193075.T.T02/34561_193075.T.T02.S2/34561_193075.T.T02.S2.R2.fq.gz			reverse
4293_000000.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/4293/4293_000000.T.T02/4293_000000.T.T02.S2/4293_000000.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/4293/4293_000000.T.T02/4293_000000.T.T02.S2/4293_000000.T.T02.S2.R2.fq.gz			reverse
9472_176495.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/9472/9472_176495.T.T02/9472_176495.T.T02.S2/9472_176495.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/9472/9472_176495.T.T02/9472_176495.T.T02.S2/9472_176495.T.T02.S2.R2.fq.gz			reverse
