sample_name	unit_name	fq1	fq2	sra	adapters	strandedness
25794_174853.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/25794/25794_174853.T.T02/25794_174853.T.T02.S2/25794_174853.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/25794/25794_174853.T.T02/25794_174853.T.T02.S2/25794_174853.T.T02.S2.R2.fq.gz			reverse
25836_177193.T.T01.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/25836/25836_177193.T.T01/25836_177193.T.T01.S2/25836_177193.T.T01.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/25836/25836_177193.T.T01/25836_177193.T.T01.S2/25836_177193.T.T01.S2.R2.fq.gz			reverse
25930_177985.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/25930/25930_177985.T.T02/25930_177985.T.T02.S2/25930_177985.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/25930/25930_177985.T.T02/25930_177985.T.T02.S2/25930_177985.T.T02.S2.R2.fq.gz			reverse
26274_170371.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/26274/26274_170371.T.T02/26274_170371.T.T02.S2/26274_170371.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/26274/26274_170371.T.T02/26274_170371.T.T02.S2/26274_170371.T.T02.S2.R2.fq.gz			reverse
26321_198813.T.T01.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/26321/26321_198813.T.T01/26321_198813.T.T01.S2/26321_198813.T.T01.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/26321/26321_198813.T.T01/26321_198813.T.T01.S2/26321_198813.T.T01.S2.R2.fq.gz			reverse
26321_198813.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/26321/26321_198813.T.T02/26321_198813.T.T02.S2/26321_198813.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/26321/26321_198813.T.T02/26321_198813.T.T02.S2/26321_198813.T.T02.S2.R2.fq.gz			reverse
26335_193108.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/26335/26335_193108.T.T02/26335_193108.T.T02.S2/26335_193108.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/26335/26335_193108.T.T02/26335_193108.T.T02.S2/26335_193108.T.T02.S2.R2.fq.gz			reverse
26370_174857.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/26370/26370_174857.T.T02/26370_174857.T.T02.S2/26370_174857.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/26370/26370_174857.T.T02/26370_174857.T.T02.S2/26370_174857.T.T02.S2.R2.fq.gz			reverse
26395_172724.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/26395/26395_172724.T.T02/26395_172724.T.T02.S2/26395_172724.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/26395/26395_172724.T.T02/26395_172724.T.T02.S2/26395_172724.T.T02.S2.R2.fq.gz			reverse
26670_164181.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/26670/26670_164181.T.T02/26670_164181.T.T02.S2/26670_164181.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/26670/26670_164181.T.T02/26670_164181.T.T02.S2/26670_164181.T.T02.S2.R2.fq.gz			reverse
26977_183390.T.T01.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/26977/26977_183390.T.T01/26977_183390.T.T01.S2/26977_183390.T.T01.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/26977/26977_183390.T.T01/26977_183390.T.T01.S2/26977_183390.T.T01.S2.R2.fq.gz			reverse
26977_183390.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/26977/26977_183390.T.T02/26977_183390.T.T02.S2/26977_183390.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/26977/26977_183390.T.T02/26977_183390.T.T02.S2/26977_183390.T.T02.S2.R2.fq.gz			reverse
27053_174855.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/27053/27053_174855.T.T02/27053_174855.T.T02.S2/27053_174855.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/27053/27053_174855.T.T02/27053_174855.T.T02.S2/27053_174855.T.T02.S2.R2.fq.gz			reverse
27058_174856.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/27058/27058_174856.T.T02/27058_174856.T.T02.S2/27058_174856.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/27058/27058_174856.T.T02/27058_174856.T.T02.S2/27058_174856.T.T02.S2.R2.fq.gz			reverse
27070_177994.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/27070/27070_177994.T.T02/27070_177994.T.T02.S2/27070_177994.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/27070/27070_177994.T.T02/27070_177994.T.T02.S2/27070_177994.T.T02.S2.R2.fq.gz			reverse
27072_174860.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/27072/27072_174860.T.T02/27072_174860.T.T02.S2/27072_174860.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/27072/27072_174860.T.T02/27072_174860.T.T02.S2/27072_174860.T.T02.S2.R2.fq.gz			reverse
27181_172732.T.T02.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/27181/27181_172732.T.T02/27181_172732.T.T02.S2/27181_172732.T.T02.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/27181/27181_172732.T.T02/27181_172732.T.T02.S2/27181_172732.T.T02.S2.R2.fq.gz			reverse
27317_177989.T.T01.S2	lane1	/home/projects/dtu_00011/data/icope_seq_data/27317/27317_177989.T.T01/27317_177989.T.T01.S2/27317_177989.T.T01.S2.R1.fq.gz	/home/projects/dtu_00011/data/icope_seq_data/27317/27317_177989.T.T01/27317_177989.T.T01.S2/27317_177989.T.T01.S2.R2.fq.gz			reverse
